Days from today,Price
0,US$497
1,US$497
2,US$497
3,US$273
4,US$273
5,US$273
6,US$273
7,US$198
8,US$113
9,US$113
10,US$273
11,US$198
12,US$168
13,US$168
14,US$133
15,US$113
16,US$113
17,US$123
18,US$123
19,US$113
20,US$123
21,US$123
22,US$113
23,US$113
24,US$123
25,US$123
26,US$113
27,US$123
28,US$123
29,US$113
30,US$113
31,US$123
32,US$123
33,US$113
34,US$123
35,US$123
36,US$113
37,US$113
38,US$123
39,US$123
40,US$113
41,US$123
42,US$123
43,US$113
44,US$113
45,US$123
46,US$123
47,US$113
48,US$123
49,US$123
50,US$113
51,US$113
52,US$133
53,US$133
54,US$113
55,US$133
56,US$133
57,US$113
58,US$113
59,US$123
60,US$123
61,US$113
62,US$123
63,US$123
64,US$113
65,US$113
66,US$123
67,US$123
68,US$113
69,US$123
70,US$123
71,US$113
72,US$113
73,US$123
74,US$123
75,US$143
76,US$133
77,US$123
78,US$113
79,US$113
80,US$123
81,US$133
82,US$113
83,US$143
84,US$123
85,US$113
86,US$113
87,US$123
88,US$133
89,US$133
90,US$133
91,US$123
92,US$123
93,US$113
94,US$123
95,US$163
96,US$163
97,US$193
98,US$143
99,US$168
100,US$228
101,US$153
102,US$198
103,US$228
104,US$272
105,US$153
106,US$153
107,US$113
108,US$123
109,US$133
110,US$123
